big_cosine_mod_z,,,,,,,,,,,,,,,,,,,,,,,,
Business Name,NAICS,State,Small Biz,SDB,8(a),Minority-Owned,ANC,NHO,Indian Tribe,HUBZone,VOSB,SDVOSB,WOSB,EDWOSB,MSI,HBCU,Large Biz,DOE Exp,Gov Exp,NNSA Exp,Link,Text,UEIC,Date
Aleknagik Technologies,423430 518210 541110 541219 541330 541511 541512 541519 541611 541614 541618 541620 541715 541990 561110 561210 561421 611430,Texas,Yes,Yes,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,Yes,none,,"electrical solutions at your service 
https://atekdistribution.com
3401 nevada ave n. ste. 1a
 minneapolis, mn 55427-2159
(651) 900-1476
atek distribution has 
provided products and services 
to the following markets:
â€¢
commercial, institutional &
government (cig)
â€¢
municipalities, universities, schools 
and hospitals (mush)
â€¢
construction
â€¢
industrial
project experience
09/2021  american embassy, 
islamabad, pakistan
â€¢
led lighting products
05/2021  university of minnesota
â€¢
15kv sfg gas switchgear
09/2021  mndot
â€¢
hdpe schd 80
11/2021  city of minneapolis
â€¢
power distribution cabinet
10/2021 united states department 
of agriculture: mwa sugarbeet and 
been research
â€¢
led grow lights
06/2021  pope army air base - ft 
bragg
â€¢
lamps for replenishment
11/2021  caspian
â€¢
solar panels
06/2021  newton senior living
â€¢
lighting
â€¢
loadcenters
â€¢
electrical material
07/2020  the hill
â€¢
ev charging stations
10/2020  amazon distribution 
center
â€¢
roof mounting system for solar 
project
04/2020  homeward bound
â€¢
medical gowns and gloves
company data
atek distribution, llc
3401 nevada ave n. ste. 1a
minneapolis, mn 55427-2159
jeff anderson, president
direct phone: 651-900-1476
jeff.anderson@atekdistribution.com
sam uei: c8qhp8lkrlv8 
cage: 90nh3
duns: 117025840
we specialize in the following products lines:
â€¢
cabinets, enclosures and racks
your network infrastructure relies
on industry standard, solidly built 
containing components to protect 
and house your hardware. 
trust atek to provide you with the 
highest quality cabinets, enclosures 
and racks to build your business.
â€¢
conduit, raceway and cable support
organization of your network 
infrastructure is fundamental 
for maintaining order and facilitating 
maintenance. build your 
organizations network with the best.
â€¢
electrical boxes
quality electrical boxes make the 
difference when you build our or 
expand your facility.
â€¢
electrical distribution equipment
proper distribution of electrical 
sources is essential for maintaining 
uptime and reliability.
â€¢
fasteners and hardware
deciding on and using the correct 
electrical ï¬",,
AVANCE,541511 541512 541611 561110 561499 541330 541513 541690 561210 541430 541519 541990 561320,Virginia,Yes,none,none,Yes,none,none,none,none,none,none,none,Yes,none,Yes,none,none,none,none,,"capability  statement
    avance 
we  deliver innovative  solutions!
nadia   ali -   president
nadia.ikram@avancegov.com
571-332-4426
 
 
 
 
 
 
core    competencies
avance   sc  provides    technology  consulting     that    can     help    clients   to   harness     the
power   of  data    analytics   through using  the latest  techniques  to  gain    thecompetitive
edge.    we  inspire     the     trust   and    confidence  leadership  alone   with  industry
experience   to  help    you     gain    momentum   at  scale  and     make    use   of   advance
technology  as  a   key differentiator. wefocus    on  innovation  through:    analytics,
visualization   and automation  services, including:

â€¢ 
data    science:    we  blend   data    science/analytics  with    a   business    focused
strategic   outlook to  ensure  our clientsachieve roi from their   various
analytics   initiatives
â€¢ 
data    visualization:  we  can convert datasets   into    interactive graphs  and
dashboards, which   enables businesses  tocomprehend   critical    metrics in
order   to  strategize  and come    up  robust solutions.
â€¢ 
business    intelligence    will    prove comprehensive    view    of  your
organizations   data    and use that    data   to  drive   change, eliminate
inefficiencies, and quickly adapt   to  market or  supply  changes.
â€¢ 
solutions   predictive  will    help    companies  get holistic    report
â€¢ 
process  optimization:   we  use     industry   proven  six  sigma   and     kaizen
methodology to  streamline  and optimize  your existing    business    processes
â€¢ 
automation: eliminate   costly  manual  processes, leveraging automation
to  accelerate  and improve performance
â€¢ 
cybersecurity   assurance:  we  provide extra  layer   of  confidence  to  you
and your    stakeholder,    demonstrating you  are in  alignment   with    best
practice.
â€¢ 
stem    offering:   provides    a   state-of-the-art   stem program to  cross   train
and prepare incumbents  for the cybersecurity  industry.
differentiators
we  provide results based   analytics!
weâ€™re   a   creative    team    and we  provide    â€œbig    firmâ€",,
B&A Metal Graphics,none,Maryland,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,,"b&a metal graphics  
 
 fein: 54-1474143 
8300 guilford road, suite d 
 
 duns: 098699838 
columbia md, 21046 
 
 
 cage: 1gsj2 
p: 410.381.4249  
 
 gsa: gs-03f-078ca 
customerservice@bametalgraphics.com 
 certified small business 
 
www.bametalgraphics.com 
 
  
 
 
 
 
 
core competencies  
b&a graphics has over 40 yearsâ€™ experience creating award and recognition items for a diverse base of clients including 
government and corporations. some of our most desired items include custom wood plaques, shadow boxes, flag box 
display cases, challenge coins, badges and insignia. we are also a leading crafter of acrylic, glass and crystal awards for 
corporate events and government ceremonies. b&a graphics provides a wide array of branded promotional products, 
including drinkware, electronic accessories, bags, office items, and gifts.  
 
past performances 
for over a decade, b&a graphics has been providing 
awards for the united states secret service and agencies 
within the department of transportation such as the 
faa and fhwa.  
trusted supplier to agencies within department of 
homeland security such as uscis and hsi.  
annual provider of â€œcouncil of the inspector general on 
integrity & efficiencyâ€",,
Booker Di Mai,541330 541511 541512 541513 541519 541611 541690 541712 541715 518210 511210 611420,Maryland,Yes,none,Yes,Yes,none,none,none,none,none,none,none,none,Yes,none,none,none,Yes,none,,"bookerdimaio
specialized - our team is specially hired for each project and has a
combined 90+ years of specialized industry experience. 
driven - we deliver solutions that are based on an in-depth understanding
of the industry and commitment to improving user experiences.
comprehensive - we offer a comprehensive suite of end-to-end big
data solutions, including cloud platforms, software engineering,
devsecops, cybersecurity, and much more.
compliant - our tailored solutions facilitate compliance with cmmc,
nist, and other strict regulatory requirements. 
effective - our cross-functional team of industry experts will carry your
mission-critical operations to success, increasing digital proficiency across
the globe with modern software and technology solutions. 
 
541330 - engineering services
541511 - custom computer programming services (primary)
541512 - computer system design services
541513 - computer facilities management services
541519 - other computer related services
541611 - administrative management & general management
consulting services
541690 - other scientific & technical consulting services
541712 - research & development in physics, engineering, and
life sciences (except biotechnology)
541715 - research & development in physics, engineering, and
life sciences (except biotechnology)
518210 - data processing, hosting, and related services
511210 - software publishers
611420 - computer training
registered
certifications
central intelligence agency
us air force (kessel run)
department of defense 
national security agency
us department of health and
human services 
centers of medicare &
medicaid services 
us marines corps (marsoc)
us navy
us army
contact.us@bookerdimaio.com 
phone 1-833-b-dimaio x700
fax 1-443-487-6873
naics codes
past performance
core competencies
technology portfolio
headquarters 61 brass eagle court, sykesville, md 21784
mailing address p.o. box 973, sykesville, md 21784
baltimore office 200 e. pratt street, 4th floor, baltimore, md 21202
differentiators
booker dimaio is an sba 8(a) small
business and minority-owned engineering
firm in maryland leading the it industry
with proven performance and innovative
design, 
development, 
and 
integration
services. we lead agile-based digital
transformations delivering sleek, intuitive,
user-focused solutions.
technology
operations
next century / caci
praxis engineering /
general dynamics it
lockheed martin
edaptive / mantech
compu-vision consulting
boeing
fearless solutions
asymmetric
clear edge
inovex
t. rowe price
government
commercial
contract vehicles
gsa schedule 70
sba 8(a)
gsa 8(a) stars iii
md doit cats+
prime
gsa oasis, pool 1
gsa oasis, pool 3
sosecc
seaport-nxg
subcontracts
capability statement
booker dimaio provides access to a suite of technology solutions
through our reseller network, delivering added value to national
security missions and government transformation for defense,
intelligence, and civilian customers. a few of our notable partners
are...
washington, dc
pennsylvania
massachusetts
south carolina
california
serving
maryland
virginia
new york
illinois
oconus
cloud computing
big data visualization
analytics
devsecops
cybersecurity
health it
it modernization
infrastructure as a service
integration & sustainment
software engineering
system architecture
staff augmentation
program management
telecommunications
user experience design
administrative 
contact center support
security operations center 
technology transformation
technology advisory
research & development
rapid prototyping
www.bookerdimaio.com 
top secret facility clearance 
cage 6jq35
duns 032071962
gsa 54151s mas
47qtca19d006n
gsa 8(a) stars iii
47qtcb22d0608
nmsdc cr33285",,
Best Commodity Solutions,423430,Texas,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,,"best commodity solutions  
329 morgan court fischer tx, 78623  
(800) 243-7515   
bestcommoditysolutions.com  
overview   
gloria d perkins, dba best commodity solutions provide a   
seamless and efficient process for providing all your supply needs. all work is carried 
out by fully trained and experienced teams dedicated to providing quality service and 
workmanship. our range of services are utilized by a wide range of clients including 
local and federal government bodies, hospitals and private entities. best commodity 
solutions is a small minority â€“ owned business in operation out of fischer, comal, 
texas.  
products   
best commodity solutions is a oneâ€",,
BH Fashion & Clothing Co,323113 711320 812990 315990 454110 454390 541490 541490 711320,Pennsylvania,Yes,none,none,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,,"vendor number : 20988547 
duns number: 117792789 
cage code : 8twr8 
dbe/acdbe number : 20988547 
address: 525 sarah st ste 1, stroudsburg, pa 18360 
email : sales@bhfcco.com 
website : www.bhfcco.com  
linkedin : www.linkedin.com/in/bhfashion 
bh fashion & clothing, llc (d/b/a bh fashion & clothing co., llc) is a 
minority-owned business entity that delivers customized services & products 
relating to the fashion/apparel/textile/live events industries to the federal 
government, state and local municipalities. 
we provide unique, reliable, and experienced resources from multiple 
disciplines to ensure memorable service and establish a long-term relationship. 
bhfc consistently strives to be more than just a vendor or a supplier, but also 
a â€œpartnerâ€",,
Blue Sky Innovative Solutions,518120 519190 541430 541511 541512 541513 541519 541611 541612 541613 541614 541618 541690 541910 541990 561110 561410 561499 611710,Washington DC,Yes,Yes,Yes,none,none,none,none,Yes,none,none,Yes,Yes,none,none,none,none,Yes,none,,"blue sky delivers the it solutions, advanced cyber security services, and end-to-end business 
solutions support that enhance enterprise security and improve enterprise performance for our 
federal clients.
it solutions
holistic it solutions from infrastructure 
engineering to web application services
ï‚§ application development (agile, c++, .net, 
java, pivotal, ruby rails, mumps, mysql, 
oracle, sql server, aws, azure, google)
ï‚§ data engineering and analytics (hadoop, 
mapreduce, mongo, postgres, r, python, kafka, 
nifi, spark, tableau)
ï‚§ web services (html, ssl, https)
ï‚§ infrastructure & engineering (dsim, enterprise 
backup and disaster recovery)
ï‚§ end-user help desk support (tier 0-4)
ï‚§ independent verification & validation (iv&v)
end-to-end business solutions
business operations support that improves 
performance and enables the mission
ï‚§ strategic planning
ï‚§ project management (project 
planning/tracking/financial management, 
requirements management, business analysis)
ï‚§ acquisition support
ï‚§ architecture
ï‚§ process design/improvement
ï‚§ organizational change management
ï‚§ it service management
ï‚§ performance management
cyber security
advanced cyber security services that enhance 
security posture
ï‚§ cloud security
ï‚§ policy compliance
ï‚§ risk management framework (rmf)
ï‚§ industrial control systems/supervisory control 
and data acquisition (ics/scada)
ï‚§ security control assessments (sca)
ï‚§ penetration testing
capability statement
summary
core competencies
key differentiators
ï‚§ gsa mas schedule - includes sins 
formerly known as schedule 70 (gs-
35f-052ga) and pss (gs-10f-0038r)
ï‚§ 8(a) sole source and set-aside
ï‚§ hubzone/edwosb/wosb sole source 
and set-aside
contract vehicles
proven prime experience delivered by large business-
seasoned leadership team leveraging best practice 
methodologies and certified processes
ï‚§ prime experienceâ€”federal, state, and local
ï‚§ iso quality, itsm, and information security 
certifications at the corporate level
ï‚§ numerous pmp, scrummaster, and itil 
certifications held by staff
ï‚§ recipient of the insa 8(a) innovation showcase 
highest honor
successful transition experience on over a dozen 
programs 
relentless focus on high quality support 
ï‚§ demonstrated by 95% customer satisfaction 
rating across client base 
demonstrated success recruiting and retaining staff 
with rare skill sets and clearances
ï‚§ rapid recruiting and hiring capability
ï‚§ 100% capture rate for desired incumbent staff
ï‚§ prime and subcontractor experience recruiting 
and managing personnel with clearances ranging 
from public trust to ts/sci with poly for civilian, 
dod, and intelligence agencies
ï‚§ dedicated, highly skilled recruiting staff
capability statement
select past performance
capability statement
naics codes
contact information
melissa peterson, ceo
1025 connecticut avenue, nw
suite 1000
washington, dc  20036
mobile: 703-489-3191
melissa.peterson@bsis-llc.com
www.bsis-llc.com
8(a) case #: c00ezb
hubzone #:  50450
cage code: 6x7e8
duns #: 078860721
ï‚§ 518210
ï‚§ 519190
ï‚§ 541430
ï‚§ 541511
ï‚§ 541512
ï‚§ 541513
ï‚§ 541519
ï‚§ 541611
ï‚§ 541612
ï‚§ 541613
ï‚§ 541614
ï‚§ 541618
ï‚§ 541690
ï‚§ 541910
ï‚§ 541990
ï‚§ 561110
ï‚§ 561410
ï‚§ 561499
ï‚§ 611710
defense intelligence agency (dia) operations command and control hybrid organization
(ocÂ²ho) â€“ prime contractor blue sky designs, architects, and delivers a micro-services
platform to support data ingest, conditioning and management in support of persistent
intelligence,
surveillance,
and
reconnaissance
operations.
using
an
agile
project
management construct, our devsecops team creates and deploys a wide variety of
services across multi-domain cloud computing environments.
national institutes of health (nih) solution delivery management â€“ prime contractor blue
skyâ€™s technical project managers leverage decades of application development and cloud
architecture experience to provide the insights, technical support, and assessments that
facilitate the successful delivery of national heart, lung, and blood institute clinical and
business it solutions.
prince georgeâ€™s county office of central services (ocs) acquisition support â€“ prime
contractor blue sky provides highly specialized acquisition expertise and staffing support.
we support strategy development, draft sows, digitize documents, and work with county
clients to clarify requirements and explain the acquisition process. in under 4 months, we
have helped ocs to reduce its contract backlog by over 75% and enhanced continuity of
operations by reducing operational risks.
defense intelligence agency (dia) enterprise software/hardware â€“ prime contractor blue sky
provides
full-spectrum
asset
management
support
to
include
acquisition
analysis,
procurement facilitation, records management, inventory management, and compliance
support.
whs web design and content management â€“ prime contractor blue sky maintains pentagon
force protection agency (pfpa)â€™s public-facing website, extranet, and internal intranet
websites. our support involves evaluating and recommending a new content management
system (cms), migrating existing websites to the new cms, conducting training to update
the cms, and developing workflow processes for updating content.
defense information systems agency (disa) portfolio management and engineering support
â€“ prime contractor blue sky supports the disa cyber development directorate in its
oversight of a
portfolio consisting of over 50 projects. we conduct forward-looking
architecture planning; define and help stand up organizational governance constructs,
consisting of oversight and approval processes; provide configuration management analyses;
and facilitate cybersecurity transparency.",,
Braniac Smart Technology INC,238210 238220 541360 541512 541519,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,,"brainiac smart technology inc. 
                                        capability statement   
                                             network infrastructure services 
turnkey solutions for your structured cabling plant through industry-compliant designs, 
implementation and support for network infrastructure, data, telephony and communications 
cabling. 
                                  structured cabling design and implementation 
move services (pc, network equipment) 
rack & stack network equipment 
closet cleanup (wire management, documentation) 
ip converged technologies 
                                             security & audio-visual systems 
specialized design, installation and support for technologies that are quickly becoming ip based 
systems, and competing for network bandwidth. 
 access control 
 cctv / surveillance 
 visitor management 
 video teleconferencing 
 audio-visual systems 
 digital signage 
                                                            services 
technical services  
computer hardware/software services 
network administration 
                                                                 wireless systems 
network design 
lan deployment 
in-building cellular enhancement/das 
predictive design 
site surveys 
                                                                  data center services 
design 
build 
on-site support 
                                                                   security systems 
site surveys, installation, maintenance 
analog to digital migration 
cctv - security 
access control systems 
remote video monitoring & analytics 
                                                                         cabling 
workstation / backbone 
coaxial /cat5e â€“ cat6 ethernet 
optical fiber (pon) 
design services (rcdd) 
new installs, additions & changes 
                                                        additional services 
pmp program / project management 
isp marketing, sales, installations 
site surveys 
network integration 
desktop deployment 
asset inventory & documentation 
equipment staging 
point-of-sale / kiosks 
hardware/ software refresh 
access controls 
telephony 
                                             100% customer satisfaction guarantee 
                              phone: (678)794-4609 
                                                     www.brainiactechnology.com 
                                              brainiacsmarttech@gmail.com 
comprehensive services solutions for technology rollout deployment, product integration,  
management, field maintenance and equipment installation on a national and international 
basis. 
                                                       naics codes 
                        238210 â€“ 238220 â€“ 541360 â€“ 541512 â€“ 541519",,
Cevans Consulting,541612 541611 541613 561110 561312,Virginia,Yes,Yes,Yes,Yes,none,none,none,none,none,none,Yes,Yes,Yes,none,none,none,Yes,none,,"c evans consulting 1900 reston metro plz, suite 600 reston, va 20190 
 
  
 
 
 
 
 
 
 
 
 
 
 
 
 
overview:  
c evans consulting partners with federal agencies to ensure 
mission requirements can be met through the recruitment 
and hiring of the right talent.  we bring innovative and 
tailorable end-to-end solutions for talent management and 
hr operations. our human capital subject matter experts 
(smes) operate with compliant solutions based on 
governing directives (laws, regulatory and agency 
directives).  our flexible yet nimble approach to federal hr 
operations is also scalable to provide support for hiring 
surges when needed.   
we bring innovation through our elearning platform, hr 
learn, that delivers hr core skills training in multiple 
delivery modes accommodating the learning styles of the 
entire workforce.  our human capital smes capture agency 
processes and policies to create standard operating 
procedures (sops) for all hr processes that can be 
maintained in an agency-branded instance of hr learn.  
operating efficiencies achieved through ongoing upskilling 
of the hr workforce coupled with a source of best practices 
and documentation of all agency hr processes and policies. 
ï‚¨ 8(a) certified; founded in 2015 
ï‚¨ disadvantaged business certified 
ï‚¨ small, women and minority-owned certified 
ï‚¨ edwosb certification award  
ï‚¨ named to inc. 5000 of fastest-growing private 
firms â€“ no. 885 
ï‚¨ named to inc. 5000 as fastest-growing human 
resources firm â€“ no. 12 
ï‚¨ duns no.: 079691251 
ï‚¨ cage code: 7bvz1 
naics codes: 
ï‚¨ 541612 â€“ human resources consulting services 
ï‚¨ 541611 â€“ administrative management consulting 
ï‚¨ 541613 â€“ marketing consulting services 
ï‚¨ 561110 â€“ office administration services 
ï‚¨ 561312 â€“ executive search services 
services offered:  
ï‚¨ hr staffing/hiring: qualifications review, 
candidate assessment and selection, end 
to end hiring 
ï‚¨ recruiting and sourcing support 
ï‚¨ personnel security vetting suitability and 
adjudication 
ï‚¨ human resources operations 
ï‚¨ payroll 
and 
benefits 
processing 
(par 
processing) 
ï‚¨ job analysis 
ï‚¨ classification 
our core team includes hr specialists; hr 
operations specialists; ph.d., i/o psychologists; 
data analysts; recruiters; payroll specialists; 
classifiers; and personnel security specialists.  
our project managers use tracking tools and 
workforce 
management 
strategies 
to 
strategically 
manage 
work 
assignments, 
enabling agency leadership to have weekly 
updates regarding the work output that can be 
performed based on the resources available.    
 
select clients: 
ï‚¨ forest service 
ï‚¨ transportation security administration 
ï‚¨ drug enforcement agency 
ï‚¨ customs and border protection 
ï‚¨ national oceanic and atmospheric 
administration 
ï‚¨ internal revenue service 
ï‚¨ department of state 
ï‚¨ animal and plant health inspection service    
ï‚¨ cybersecurity and infrastructure security 
agency 
ï‚¨ census bureau 
 
gsa prime contracts: 
ï‚¨ gsa schedule â€“ 47qrea21d000b ",,
Center for Performance Mastery,541611 541612 541618 611430,Virginia,Yes,Yes,Yes,none,none,none,none,none,Yes,Yes,none,none,none,none,none,none,none,none,,"center for performance mastery (cpm) 
phone: (703) 339-1113 
www.ctrperfmastery.com   
9435 lorton market street, suite 231,  
lorton, va 22079 
email: michael@ctrperfmastery.com  
capabilities statement 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
key business areas 
v training solutions 
cpm 
provides 
training 
solutions 
that 
enable 
professionals to both improve capacity and increase 
performance. 
â€“ 
curriculum development 
â€“ 
training facilitation 
v leadership coaching 
cpm provides customized programs to meet the needs 
of todayâ€™s leaders as they meet the emerging 
challenges of a rapidly changing organizational 
environment. 
â€“ 
leadership development training 
â€“ 
leadership and executive coaching 
â€“ 
assessments 
â€“ 
leadership retreats 
v management services 
cpm uses best practices to execute projects with 
precision to meet objectives.  
â€“ 
project management technical assistance 
â€“ 
project management facilitation 
â€“ 
workshops 
â€¢ 
project management fundamentals-
managing project risk 
â€¢ 
leading high-performance teams-project 
management â€“ professional (pmpÂ®) exam 
preparation 
v organizational change management 
cpm supports organizations with a proprietary change 
management methodology to ensure speed of adoption 
- a key indicator of return on investment of new 
capabilities and initiatives. 
â€“ 
change management intervention assistance 
â€“ 
change management for supervisors 
v records management 
cpm supports the development of a records 
management system, supporting the development of 
agency policies and needed processes to ensure 
compliance. 
â€“ 
document scanning and conversion 
â€“ 
total solutions for enterprise records 
management system 
corporate overview 
the center for performance mastery (cpm) is a certified service-
disabled veteran owned small business and a certified small 
business administration (sba) 8(a) participant. cpm provides 
organizations with customized solutions for increasing performance 
as well as providing support to organizations as they attempt to 
create systems and structures that create desired results. cpm 
works with federal agencies in mission critical areas requiring time 
sensitive deliverables. cpm provides leadership development 
training and coaching at multiple levels of leadership.  
our organization is highly interactive and focused on meeting the 
needs of our clients. with a foundation built on project management, 
cpm develops a firm with delivery of client needs as a central focus. 
we have secured employees with the best skill sets and executed 
continued process improvement through training and coaching of our 
teams.  we develop extensive standard operating procedures and 
through extensive communication with our clients, improve upon 
skills, techniques, and processes. 
 
cpm clients 
 
 
 
 
cpm corporate snapshot 
socioeconomic status:   sba 8(a), sdvosb, vosb, sb 
certifications:   
    project management professional (pmp)  
    professional certified coach 
    certified professional in business 
    process management  
    certified change management  
    professional (prosci) 
primary naics codes:     541611, 541612, 541618, 611430 
cage code:   
     52py7 
duns:   
          
     809852473 ",,
Knowledge Consortium,541611 611430 611710 518210 561110 561499 561410 541612 541613 541910,Virginia,Yes,none,none,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,,"educating with a passion 
knowledge consortium 
 knowledge 
consortium 
 
 
 
capabilities statement 
knowledge consortium is a group of passionate 
educators who provide all your training needs 
in a performance-based model. using our 
combined experience, we help improve morale for 
senior executives, middle managers, and entry-
level employees. 
 
mission 
we are educators that are passionate about creating and 
developing an engaging learning experience by putting 
the puzzles of life together. 
 
core capabilities 
â€¢ 
executive management consulting services 
â€¢ 
training development & facilitation 
â€¢ 
acquisition & program support 
â€¢ 
business transformation 
â€¢ 
change management 
â€¢ 
organization assessments 
â€¢ 
qualitative analysis 
â€¢ 
market research 
 
differentiators 
     experienced team of consultants 
     
strategic mix of data analysts and 
business strategy 
     quality training and innovative consulting 
     curriculum development for the 
federal and commercial marketplace 
 
 on-demand learning and learning  
management systems resources
 
phone: 302-212-0156 | email: info@knowledgeconsortium.org | web: knowledgeconsortium.org 
 
corporate snapshot 
cage code: 90yd3 
 
duns: 117973945 
 
naics codes:  
 
primary naics code 
541611 - administrative management and 
general management consulting services 
611430 - professional and management 
development training 
 
secondary naics code 
611710 - educational support services 
518210 - data processing 
561110 - office administrative services 
561499 - all other business services 
561410 - document preparation services 
541612 - human resource consulting 
services 
541613 - marketing consulting services 
541910 - market research and opinion 
polling 
 
certifications: sdvosb, sba,  & wosb 
meet our team 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
claude cable 
ceo of smiles discount 
 
claude 
established 
smiles 
discounts in 2018 in hopes to pass 
on a little knowledge each day 
through his blogs, articles, books, 
and training solutions. smiles 
discounts also provides market 
research, training solutions, and 
procurement 
dynamics 
consulting services. 
melody gratic 
ceo of xcelmil 
 
melody founded xcelmil, llc, 
an 
executive 
management 
consulting firm in 2018, with 
the 
intent 
of 
empowering 
people and teams to xcel! 
melody is passionate about 
influencing 
and 
improving 
change within the workplace 
with leadership development 
training, 
performance 
management, and individual 
and group coaching. xcelmil, 
llc also provides personality 
assessments, market research, 
learning management solutions, 
and consulting services. 
william randolph 
ceo of think acquisition 
 
at age 39, william was selected 
into the senior executive service 
(ses). william is a decorated 
united states navy veteran (1988-
1993), a david packard excellence 
in acquisition. award winner 
(2008) and the recipient of the 
navy/marine corps meritorious 
civil service medal (2009). in 
august 2016, william retired from 
the federal government with over 
26 years of public service. 
contact us 
302-212-0156 
 
info@knowledgeconsortium.org 
 
knowledgeconsortium.org ",,
Vision Fulfillment,561720 531390 561210 561790 812990,South Carolina,Yes,Yes,none,Yes,none,none,none,Yes,none,none,Yes,Yes,Yes,none,none,none,none,none,,"cage: 8nh03 duns: 117590253 
â€¢ janitorial cleaning services 
â€¢ covid-19 disinfecting & sanitizing 
â€¢ window cleaning 
â€¢ carpet cleaning 
â€¢ floor cleaning  
â€¢ floor restoration: strip & wax 
â€¢ post construction clean up 
â€¢ heavy-duty hazardous cleaning 
â€¢ line striping 
â€¢ janitorial products 
â€¢ gutter cleaning 
â€¢ space decluttering 
â€¢ landscaping & grounds keeping 
â€¢ repair alterations of  
maintenance buildings 
vision fulfillment, llc is a minority owned business specializing in 
consulting and support services. through a joint venture over the 
last 10 years with the disabled veteran owned business, happy 
hands cleaning services, llc has provided services including 
janitorial and covid-19 disinfecting from trained, experienced 
professionals. this partnership has grown into the expansion of 
services throughout the south carolina area due to its a+ janitorial 
and disinfecting service to residential and commercial clientele.  
â€¢ 15+ years professional experience 
â€¢ through a joint venture relationship 
with happy hands, we have over 10 years experience  
â€¢ our hard work, dedication and passion to serve our customers 
separates us from our competition 
561720 - janitorial services 
531390 - other activities related to real estate 
561210 - facilities support services 
561790 - other services to building & dwellings 
812990 - all other personal services 
s201 - housekeeping- custodial janitorial,  
s216 - housekeeping- facilities operations support 
s299 - housekeeping other  
r499 - support- professional other 
s205 - landscaping and grounds keeping 
gov. business poc: kiz m. everette 
phone: (803) 720-9909 
e-mail: visionbusinesses@gmail.com 
address: 187 south lafayette drive  
                 p.o box 3421, sumter, sc 29150 
work area: south carolina & surrounding  
socio economic:  
â€¢ minority business enterprise (mbe) 
â€¢ womenâ€™s business enterprise (wbe) 
â€¢ woman owned small business (wosb) 
â€¢ hubzone certified 
â€¢ self-certified small disadvantaged business 
â€¢ black american owned 
through - happy hands cleaning services, llc 
one main financial 
location: manning, sc | date: 2/2018 | job detail: janitorial services 
santee lynches regional council of government 
location: sumter, sc | date: 04/2018 - present | job detail: janitorial services 
paul mitchell hair school 
location: west columbia, sc | date: 02/2018| job detail: janitorial services ",,
